"x","Regression","Conf_Lower","Conf_Upper","Slope"
0.581914640268009,8.86030846272971,8.51554644940519,9.20507047605423,-0.845073926284651
0.68096505930179,8.77660353621669,8.43690182204777,9.11630525038561,-0.845073926284651
0.780015478335571,8.69289860970368,8.35822810170786,9.02756911769949,-0.845073926284651
0.879065897369352,8.60919368319066,8.27952395638791,8.93886340999341,-0.845073926284651
0.978116316403133,8.52548875667764,8.20078798034138,8.85018953301391,-0.845073926284651
1.07716673543691,8.44178383016462,8.12201868967602,8.76154897065322,-0.845073926284651
1.1762171544707,8.35807890365161,8.04321451772464,8.67294328957857,-0.845073926284651
1.27526757350448,8.27437397713859,7.96437381018093,8.58437414409626,-0.845073926284651
1.37431799253826,8.19066905062557,7.8854948200006,8.49584328125055,-0.845073926284651
1.47336841157204,8.10696412411255,7.80657570207126,8.40735254615385,-0.845073926284651
1.57241883060582,8.02325919759954,7.72761450765818,8.3189038875409,-0.845073926284651
1.6714692496396,7.93955427108652,7.64860917863825,8.2304993635348,-0.845073926284651
1.77051966867338,7.8558493445735,7.56955754154014,8.14214114760687,-0.845073926284651
1.86957008770716,7.77214441806049,7.49045730141579,8.05383153470518,-0.845073926284651
1.96862050674095,7.68843949154747,7.41130603557678,7.96557294751816,-0.845073926284651
2.06767092577473,7.60473456503445,7.33210118723917,7.87736794282973,-0.845073926284651
2.16672134480851,7.52102963852143,7.25284005913212,7.78921921791075,-0.845073926284651
2.26577176384229,7.43732471200842,7.17351980713908,7.70112961687775,-0.845073926284651
2.36482218287607,7.3536197854954,7.09413743405629,7.61310213693451,-0.845073926284651
2.46387260190985,7.26991485898238,7.01468978357095,7.52513993439381,-0.845073926284651
2.56292302094363,7.18620993246936,6.93517353458189,7.43724633035683,-0.845073926284651
2.66197343997741,7.10250500595635,6.85558519600783,7.34942481590486,-0.845073926284651
2.7610238590112,7.01880007944333,6.77592110225334,7.26167905663332,-0.845073926284651
2.86007427804498,6.93509515293031,6.69617740952927,7.17401289633136,-0.845073926284651
2.95912469707876,6.85139022641729,6.61635009325279,7.0864303595818,-0.845073926284651
3.05817511611254,6.76768529990428,6.53643494678178,6.99893565302677,-0.845073926284651
3.15722553514632,6.68398037339126,6.45642758176761,6.91153316501491,-0.845073926284651
3.2562759541801,6.60027544687824,6.37632343043878,6.82422746331771,-0.845073926284651
3.35532637321388,6.51657052036522,6.29611775015347,6.73702329057698,-0.845073926284651
3.45437679224766,6.43286559385221,6.21580563057957,6.64992555712485,-0.845073926284651
3.55342721128145,6.34916066733919,6.13538200387403,6.56293933080435,-0.845073926284651
3.65247763031523,6.26545574082617,6.0548416582364,6.47606982341594,-0.845073926284651
3.75152804934901,6.18175081431315,5.9741792552005,6.38932237342581,-0.845073926284651
3.85057846838279,6.09804588780014,5.89338935100022,6.30270242460005,-0.845073926284651
3.94962888741657,6.01434096128712,5.81246642229678,6.21621550027746,-0.845073926284651
4.04867930645035,5.9306360347741,5.73140489648158,6.12986717306663,-0.845073926284651
4.14772972548413,5.84693110826109,5.65019918666915,6.04366302985302,-0.845073926284651
4.24678014451791,5.76322618174807,5.56884373136654,5.9576086321296,-0.845073926284651
4.3458305635517,5.67952125523505,5.48733303864895,5.87170947182115,-0.845073926284651
4.44488098258548,5.59581632872203,5.40566173448904,5.78597092295502,-0.845073926284651
4.54393140161926,5.51211140220902,5.32382461468416,5.70039818973387,-0.845073926284651
4.64298182065304,5.428406475696,5.24181669960928,5.61499625178272,-0.845073926284651
4.74203223968682,5.34470154918298,5.15963329080541,5.52976980756055,-0.845073926284651
4.8410826587206,5.26099662266996,5.07727002820725,5.44472321713268,-0.845073926284651
4.94013307775438,5.17729169615695,4.99472294663508,5.35986044567881,-0.845073926284651
5.03918349678816,5.09358676964393,4.91198853004279,5.27518500924507,-0.845073926284651
5.13823391582195,5.00988184313091,4.82906376193979,5.19069992432204,-0.845073926284651
5.23728433485573,4.92617691661789,4.74594617040573,5.10640766283006,-0.845073926284651
5.33633475388951,4.84247199010488,4.66263386619924,5.02231011401051,-0.845073926284651
5.43538517292329,4.75876706359186,4.5791255726307,4.93840855455302,-0.845073926284651
5.53443559195707,4.67506213707884,4.49542064611768,4.85470362804,-0.845073926284651
5.63348601099085,4.59135721056582,4.41151908666019,4.77119533447146,-0.845073926284651
5.73253643002463,4.50765228405281,4.32742153784064,4.68788303026497,-0.845073926284651
5.83158684905841,4.42394735753979,4.24312927634866,4.60476543873091,-0.845073926284651
5.9306372680922,4.34024243102677,4.15864419142563,4.52184067062791,-0.845073926284651
6.02968768712598,4.25653750451375,4.07396875499189,4.43910625403561,-0.845073926284651
6.12873810615976,4.17283257800074,3.98910598353802,4.35655917246345,-0.845073926284651
6.22778852519354,4.08912765148772,3.90405939311015,4.27419590986529,-0.845073926284651
6.32683894422732,4.0054227249747,3.81883294888798,4.19201250106142,-0.845073926284651
6.4258893632611,3.92171779846168,3.73343101093683,4.11000458598654,-0.845073926284651
6.52493978229488,3.83801287194867,3.64785827771568,4.02816746618166,-0.845073926284651
6.62399020132866,3.75430794543565,3.56211972884955,3.94649616202175,-0.845073926284651
6.72304062036245,3.67060301892263,3.4762205685411,3.86498546930416,-0.845073926284651
6.82209103939623,3.58689809240961,3.39016617081768,3.78363001400155,-0.845073926284651
6.92114145843001,3.5031931658966,3.30396202760407,3.70242430418912,-0.845073926284651
7.02019187746379,3.41948823938358,3.21761370039324,3.62136277837392,-0.845073926284651
7.11924229649757,3.33578331287056,3.13112677607065,3.54043984967048,-0.845073926284651
7.21829271553135,3.25207838635755,3.04450682724489,3.4596499454702,-0.845073926284651
7.31734313456513,3.16837345984453,2.95775937725476,3.3789875424343,-0.845073926284651
7.41639355359891,3.08466853333151,2.87088986986635,3.29844719679667,-0.845073926284651
7.5154439726327,3.00096360681849,2.78390364354585,3.21802357009113,-0.845073926284651
7.61449439166648,2.91725868030548,2.69680591009372,3.13771145051723,-0.845073926284651
7.71354481070026,2.83355375379246,2.60960173735299,3.05750577023192,-0.845073926284651
7.81259522973404,2.74984882727944,2.52229603565579,2.97740161890309,-0.845073926284651
7.91164564876782,2.66614390076642,2.43489354764393,2.89739425388892,-0.845073926284651
8.0106960678016,2.58243897425341,2.3473988410889,2.81747910741791,-0.845073926284651
8.10974648683538,2.49873404774039,2.25981630433934,2.73765179114144,-0.845073926284651
8.20879690586916,2.41502912122737,2.17215014403738,2.65790809841736,-0.845073926284651
8.30784732490294,2.33132419471435,2.08440438476584,2.57824400466287,-0.845073926284651
8.40689774393673,2.24761926820134,1.99658287031387,2.49865566608881,-0.845073926284651
8.50594816297051,2.16391434168832,1.90868926627689,2.41913941709975,-0.845073926284651
8.60499858200429,2.0802094151753,1.82072706373619,2.33969176661441,-0.845073926284651
8.70404900103807,1.99650448866228,1.73269958379295,2.26030939353162,-0.845073926284651
8.80309942007185,1.91279956214927,1.64460998275995,2.18098914153858,-0.845073926284651
8.90214983910563,1.82909463563625,1.55646125784097,2.10172801343153,-0.845073926284651
9.00120025813941,1.74538970912323,1.46825625315254,2.02252316509392,-0.845073926284651
9.10025067717319,1.66168478261022,1.37999766596552,1.94337189925491,-0.845073926284651
9.19930109620698,1.5779798560972,1.29168805306383,1.86427165913056,-0.845073926284651
9.29835151524076,1.49427492958418,1.2033298371359,1.78522002203245,-0.845073926284651
9.39740193427454,1.41057000307116,1.1149253131298,1.70621469301252,-0.845073926284651
9.49645235330832,1.32686507655814,1.02647665451685,1.62725349859944,-0.845073926284651
